name	begin	length	end	BLAST result	BLAST score	refseq	reverse complement	phylo-major result	phylo-major support	phylo-minor result	phylo-minor support
AB856243.1	-70	7263	7188	Hepeviridae Orthohepevirus A	80.402985	NC_001434	false	HEV6	100.0		
KC618403.1	-238	7423	7186	Hepeviridae Orthohepevirus A	85.02366	NC_001434	false	HEV3	100.0	HEV3c	100.0
KC618402.1	-238	7423	7186	Hepeviridae Orthohepevirus A	85.00308	NC_001434	false	HEV3	100.0	HEV3c	100.0
KC492825.1	-61	7249	7182	Hepeviridae Orthohepevirus A	91.765686	NC_001434	false	HEV4	100.0	HEV4a	100.0
JF915746.1	-50	7262	7206	Hepeviridae Orthohepevirus A	85.52018	NC_001434	false	HEV4	100.0	HEV4i	100.0
AB780453.1	-63	7151	7091	Hepeviridae Orthohepevirus A	82.172646	NC_001434	false	HEV3	100.0	HEV3e	100.0
AB780452.1	-63	7165	7105	Hepeviridae Orthohepevirus A	82.18295	NC_001434	false	HEV3	100.0	HEV3e	100.0
AB780451.1	-63	7139	7079	Hepeviridae Orthohepevirus A	82.107025	NC_001434	false	HEV3	100.0	HEV3e	100.0
AB780450.1	-35	7111	7079	Hepeviridae Orthohepevirus A	82.107025	NC_001434	false	HEV3	100.0	HEV3e	100.0
AB720035.1	-2	7186	7184	Hepeviridae Orthohepevirus A	91.92468	NC_001434	false	HEV1	100.0	HEV1f	100.0
AB720034.1	-2	7186	7184	Hepeviridae Orthohepevirus A	91.98048	NC_001434	false	HEV1	100.0	HEV1f	100.0
AB740232.1	-53	7266	7211	Hepeviridae Orthohepevirus A	87.35584	NC_001434	false	HEV3	100.0	HEV3n (p)	100.0
JF443726.1	-24	7226	7202	Hepeviridae Orthohepevirus A	92.85914	NC_001434	false	HEV1	100.0	HEV1f	100.0
JF443725.1	-24	7201	7180	Hepeviridae Orthohepevirus A	91.841	NC_001434	false	HEV1	100.0	HEV1f	100.0
JF443724.1	-24	7206	7185	Hepeviridae Orthohepevirus A	92.3152	NC_001434	false	HEV1	100.0	HEV1f	100.0
JF443723.1	-24	7211	7187	Hepeviridae Orthohepevirus A	91.95258	NC_001434	false	HEV1	100.0	HEV1f	100.0
JF443722.1	-24	7206	7185	Hepeviridae Orthohepevirus A	92.41283	NC_001434	false	HEV1	100.0	HEV1f	100.0
JF443721.1	-24	7217	7193	Hepeviridae Orthohepevirus A	92.05021	NC_001434	false	HEV1	100.0	HEV1f	100.0
JF443720.1	-24	7206	7185	Hepeviridae Orthohepevirus A	92.53836	NC_001434	false	HEV1	100.0	HEV1a	99.0
JF443719.1	-24	7215	7191	Hepeviridae Orthohepevirus A	92.32915	NC_001434	false	HEV1	100.0	HEV1a	99.0
JF443718.1	-24	7215	7191	Hepeviridae Orthohepevirus A	92.3152	NC_001434	false	HEV1	100.0	HEV1a	100.0
JF443717.1	-24	7206	7182	Hepeviridae Orthohepevirus A	94.00279	NC_001434	false	HEV1	100.0	HEV1c	100.0
JX121233.1	-109	7296	7183	Hepeviridae Orthohepevirus A	84.500275	NC_001434	false	HEV3ra	100.0		
JX109834.1	-109	7296	7183	Hepeviridae Orthohepevirus A	84.44536	NC_001434	false	HEV3ra	100.0		
JQ953666.1	-56	7249	7190	Hepeviridae Orthohepevirus A	82.52427	NC_001434	false	HEV3	100.0	HEV3f	100.0
JQ953665.1	-56	7244	7188	Hepeviridae Orthohepevirus A	81.71334	NC_001434	false	HEV3	100.0	HEV3e	100.0
JQ953664.1	-53	7238	7187	Hepeviridae Orthohepevirus A	85.30259	NC_001434	false	HEV3	100.0	HEV3o (p)	100.0
JX120573.1	21	6958	6979	Hepeviridae Orthohepevirus C	77.17794	GU345042	false				
JQ740781.1	-65	7252	7182	Hepeviridae Orthohepevirus A	83.93646	NC_001434	false	HEV4	100.0	HEV4h	100.0
JQ026407.1	-33	7212	7178	Hepeviridae Orthohepevirus A	82.02386	NC_001434	false	HEV3	100.0	HEV3e	100.0
AB740222.1	-109	7307	7197	Hepeviridae Orthohepevirus A	93.97061	NC_001434	false	HEV3ra	100.0		
AB740221.1	-109	7305	7192	Hepeviridae Orthohepevirus A	84.637566	NC_001434	false	HEV3ra	100.0		
AB740220.1	-109	7300	7190	Hepeviridae Orthohepevirus A	89.671745	NC_001434	false	HEV3ra	100.0		
AB291966.1	-64	7255	7187	Hepeviridae Orthohepevirus A	83.83755	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB291965.1	-64	7255	7187	Hepeviridae Orthohepevirus A	83.89281	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB291959.1	-24	7209	7181	Hepeviridae Orthohepevirus A	83.70607	NC_001434	false	HEV4	100.0	HEV4c	100.0
JX565469.1	-110	7306	7195	Hepeviridae Orthohepevirus A	89.92578	NC_001434	false	HEV3ra	100.0		
JQ655734.1	-24	7212	7188	Hepeviridae Orthohepevirus A	97.94979	NC_001434	false	HEV1	100.0	HEV1b	100.0
AB698654.1	-41	7236	7191	Hepeviridae Orthohepevirus A	84.33301	NC_001434	false	HEV4	100.0	HEV4g	100.0
JQ013795.1	-43	7233	7191	Hepeviridae Orthohepevirus A	82.3505	NC_001434	false	HEV3	100.0	HEV3e	100.0
JQ013794.1	7	7182	7190	Hepeviridae Orthohepevirus A	85.15239	NC_001434	false	HEV3	100.0	HEV3h	100.0
JQ013793.1	-87	7281	7193	Hepeviridae Orthohepevirus A	83.92341	NC_001434	false	HEV3ra	100.0		
JQ013792.1	-59	7238	7179	Hepeviridae Orthohepevirus A	81.8845	NC_001434	false	HEV3ra	100.0		
JQ013791.1	-90	7271	7181	Hepeviridae Orthohepevirus A	80.84755	NC_001434	false	HEV3ra	100.0		
JQ993308.1	-50	7244	7189	Hepeviridae Orthohepevirus A	85.80461	NC_001434	false	HEV4	100.0	HEV4i	100.0
JN167538.1	0	6957	6963	Hepeviridae Orthohepevirus C	87.091194	GU345042	false				
JN167537.1	0	6959	6965	Hepeviridae Orthohepevirus C	86.62925	GU345042	false				
JQ768461.1	-109	7296	7183	Hepeviridae Orthohepevirus A	84.44536	NC_001434	false	HEV3ra	100.0		
JN837481.1	-67	7251	7182	Hepeviridae Orthohepevirus A	91.45157	NC_001434	false	HEV3	100.0	HEV3a	100.0
JN906976.1	-142	7317	7173	Hepeviridae Orthohepevirus A	82.872925	NC_001434	false	HEV3	100.0	HEV3f	100.0
JN906975.1	-139	7259	7123	Hepeviridae Orthohepevirus A	82.916756	NC_001434	false	HEV3	100.0	HEV3f	100.0
JN906974.1	-139	7261	7123	Hepeviridae Orthohepevirus A	82.934875	NC_001434	false	HEV3	100.0	HEV3f	100.0
JQ679014.1	-68	7280	7207	Hepeviridae Orthohepevirus A	91.48169	NC_001434	false	HEV3	100.0	HEV3a	100.0
JQ679013.1	-239	7499	7255	Hepeviridae Orthohepevirus A	91.30698	NC_001434	false	HEV3	100.0	HEV3a	100.0
L08816.1	0	7176	7176	Hepeviridae Orthohepevirus A	100.0	NC_001434	false	HEV1	100.0	HEV1b	100.0
M80581.1	6	7138	7144	Hepeviridae Orthohepevirus A	98.29084	NC_001434	false	HEV1	100.0	HEV1b	100.0
JN564006.1	-126	7314	7183	Hepeviridae Orthohepevirus A	91.405624	NC_001434	false	HEV3	100.0	HEV3a	100.0
AB698071.1	-53	7226	7171	Hepeviridae Orthohepevirus A	88.02715	NC_001434	false	HEV3	100.0	HEV3b	100.0
GU937805.1	-109	7310	7197	Hepeviridae Orthohepevirus A	84.48654	NC_001434	false	HEV3ra	100.0		
AB593690.1	-52	7246	7197	Hepeviridae Orthohepevirus A	88.22076	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB602440.1	-49	7252	7198	Hepeviridae Orthohepevirus A	85.929855	NC_001434	false	HEV4	100.0	HEV4i	100.0
AB602439.1	-49	7252	7198	Hepeviridae Orthohepevirus A	86.17455	NC_001434	false	HEV4	100.0	HEV4i	100.0
AB630971.1	-52	7238	7183	Hepeviridae Orthohepevirus A	87.35776	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB630970.1	-70	7256	7183	Hepeviridae Orthohepevirus A	90.74768	NC_001434	false	HEV3	100.0	HEV3a	100.0
GU361892.1	-64	7250	7180	Hepeviridae Orthohepevirus A	84.504906	NC_001434	false	HEV4	100.0	HEV4d	100.0
GU119961.3	-65	7264	7194	Hepeviridae Orthohepevirus A	83.38627	NC_001434	false	HEV4	100.0	HEV4h	100.0
GU119960.2	-61	7258	7192	Hepeviridae Orthohepevirus A	95.592094	NC_001434	false	HEV4	100.0	HEV4a	100.0
GU206559.1	-64	7270	7200	Hepeviridae Orthohepevirus A	84.45396	NC_001434	false	HEV4	100.0	HEV4d	100.0
AB602441.1	-70	7261	7187	Hepeviridae Orthohepevirus A	100.0	NC_001434	false	HEV6	100.0		
AB591734.1	-64	7249	7181	Hepeviridae Orthohepevirus A	90.86999	NC_001434	false	HEV3	100.0	HEV3a	100.0
AB591733.1	-52	7236	7181	Hepeviridae Orthohepevirus A	87.19123	NC_001434	false	HEV3	100.0	HEV3b	100.0
HQ634346.1	-62	7256	7189	Hepeviridae Orthohepevirus A	95.37165	NC_001434	false	HEV4	100.0	HEV4a	100.0
FJ457024.1	-24	7217	7193	Hepeviridae Orthohepevirus A	92.46862	NC_001434	false	HEV1	100.0	HEV1h (p)	100.0
AB573435.2	-67	7267	7199	Hepeviridae Orthohepevirus A	100.0	NC_001434	false	HEV5	100.0		
HQ389543.1	-68	7264	7191	Hepeviridae Orthohepevirus A	91.731415	NC_001434	false	HEV3	100.0	HEV3a	100.0
HQ709170.1	-239	7430	7186	Hepeviridae Orthohepevirus A	91.42799	NC_001434	false	HEV3	100.0	HEV3a	100.0
HQ389544.1	-239	7435	7191	Hepeviridae Orthohepevirus A	91.448166	NC_001434	false	HEV3	100.0	HEV3a	100.0
AB481229.1	-52	7239	7184	Hepeviridae Orthohepevirus A	88.102104	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB481228.1	-70	7267	7195	Hepeviridae Orthohepevirus A	91.19157	NC_001434	false	HEV3	100.0	HEV3a	100.0
AB481227.1	-64	7253	7184	Hepeviridae Orthohepevirus A	83.92265	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB481226.1	-55	7239	7185	Hepeviridae Orthohepevirus A	82.41622	NC_001434	false	HEV3	100.0	HEV3e	100.0
GU345043.1	0	6962	6962	Hepeviridae Orthohepevirus C	95.212	GU345042	false				
EU375463.1	-56	7245	7187	Hepeviridae Orthohepevirus A	82.627556	NC_001434	false	HEV3	100.0	HEV3f	100.0
AF082843.1	-51	7207	7159	Hepeviridae Orthohepevirus A	100.0	NC_001434	false	HEV3	100.0	HEV3a	100.0
HI577563.1	-24	7158	7144	Hepeviridae Orthohepevirus A	98.292274	NC_001434	false	HEV1	100.0	HEV1b	100.0
FJ653660.1	-39	7216	7173	Hepeviridae Orthohepevirus A	83.16791	NC_001434	false	HEV3	100.0	HEV3f	100.0
HM439284.1	-55	7229	7170	Hepeviridae Orthohepevirus A	83.913765	NC_001434	false	HEV4	100.0	HEV4i	100.0
AB521806.1	-24	7219	7190	Hepeviridae Orthohepevirus A	86.01142	NC_001434	false	HEV4	100.0	HEV4i	100.0
AB521805.1	-24	7219	7190	Hepeviridae Orthohepevirus A	86.07259	NC_001434	false	HEV4	100.0	HEV4i	100.0
HM152568.1	-64	7272	7202	Hepeviridae Orthohepevirus A	84.532524	NC_001434	false	HEV4	100.0	HEV4d	100.0
AY575859.1	-68	7257	7186	Hepeviridae Orthohepevirus A	99.736336	NC_001434	false	HEV3	100.0	HEV3a	100.0
AY575858.1	-68	7257	7186	Hepeviridae Orthohepevirus A	99.680824	NC_001434	false	HEV3	100.0	HEV3a	100.0
AY575857.1	-68	7257	7186	Hepeviridae Orthohepevirus A	99.611435	NC_001434	false	HEV3	100.0	HEV3a	100.0
AY594199.1	-72	7270	7191	Hepeviridae Orthohepevirus A	84.59202	NC_001434	false	HEV4	100.0	HEV4d	100.0
AF455784.1	-37	7239	7203	Hepeviridae Orthohepevirus A	82.96112	NC_001434	false	HEV3	100.0	HEV3g	100.0
M73218.1	-24	7207	7183	Hepeviridae Orthohepevirus A	93.68201	NC_001434	false	HEV1	100.0	HEV1a	100.0
FJ763142.1	-61	7260	7197	Hepeviridae Orthohepevirus A	90.41172	NC_001434	false	HEV4	100.0	HEV4a	100.0
AF060669.1	-77	7277	7197	Hepeviridae Orthohepevirus A	91.770744	NC_001434	false	HEV3	100.0	HEV3a	100.0
FJ426404.1	-47	7239	7189	Hepeviridae Orthohepevirus A	90.7955	NC_001434	false	HEV3	100.0	HEV3a	100.0
FJ426403.1	-47	7251	7200	Hepeviridae Orthohepevirus A	90.76902	NC_001434	false	HEV3	100.0	HEV3a	100.0
AY230202.1	-22	7212	7190	Hepeviridae Orthohepevirus A	89.20502	NC_001434	false	HEV1	100.0	HEV1d	100.0
AY115488.1	-68	7255	7184	Hepeviridae Orthohepevirus A	87.62658	NC_001434	false	HEV3	100.0	HEV3j	100.0
AF459438.1	-24	7206	7185	Hepeviridae Orthohepevirus A	92.51046	NC_001434	false	HEV1	100.0	HEV1a	100.0
AF444003.1	-22	7204	7182	Hepeviridae Orthohepevirus A	98.354256	NC_001434	false	HEV1	100.0	HEV1b	100.0
AF444002.1	-22	7204	7182	Hepeviridae Orthohepevirus A	98.354256	NC_001434	false	HEV1	100.0	HEV1b	100.0
AF076239.3	-24	7194	7170	Hepeviridae Orthohepevirus A	92.28731	NC_001434	false	HEV1	100.0	HEV1a	100.0
EU495148.1	-142	7321	7177	Hepeviridae Orthohepevirus A	82.99938	NC_001434	false	HEV3	100.0	HEV3f	100.0
AF051830.1	-24	7199	7175	Hepeviridae Orthohepevirus A	92.599304	NC_001434	false	HEV1	100.0	HEV1a	100.0
FJ998008.1	-27	7206	7180	Hepeviridae Orthohepevirus A	85.81472	NC_001434	false	HEV3	100.0	HEV3i	100.0
FJ956757.1	-67	7246	7176	Hepeviridae Orthohepevirus A	81.6253	NC_001434	false	HEV3	100.0	HEV3f	100.0
FJ906896.1	-107	7301	7199	Hepeviridae Orthohepevirus A	84.701035	NC_001434	false	HEV3ra	100.0		
FJ906895.1	-110	7318	7207	Hepeviridae Orthohepevirus A	100.0	NC_001434	false	HEV3ra	100.0		
FJ610232.1	-65	7284	7214	Hepeviridae Orthohepevirus A	84.43585	NC_001434	false	HEV4	100.0	HEV4d	100.0
GU188851.1	-64	7251	7182	Hepeviridae Orthohepevirus A	83.69715	NC_001434	false	HEV4	100.0	HEV4h	100.0
AY723745.1	-64	7262	7193	Hepeviridae Orthohepevirus A	84.90332	NC_001434	false	HEV4	100.0	HEV4e	100.0
M94177.1	-24	7200	7176	Hepeviridae Orthohepevirus A	99.97214	NC_001434	false	HEV1	100.0	HEV1b	100.0
L25595.1	-23	7221	7198	Hepeviridae Orthohepevirus A	98.66109	NC_001434	false	HEV1	100.0	HEV1b	100.0
DQ279091.2	-59	7234	7171	Hepeviridae Orthohepevirus A	84.43371	NC_001434	false	HEV4	100.0	HEV4b	100.0
DQ459342.1	-24	7215	7191	Hepeviridae Orthohepevirus A	92.23152	NC_001434	false	HEV1	100.0	HEV1a	100.0
AB437318.1	-52	7257	7208	Hepeviridae Orthohepevirus A	88.30313	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB437317.1	-52	7258	7208	Hepeviridae Orthohepevirus A	88.36731	NC_001434	false	HEV3	100.0	HEV3b	100.0
FJ705359.1	-52	7237	7186	Hepeviridae Orthohepevirus A	84.8672	NC_001434	false	HEV3	100.0	HEV3c	100.0
AB480825.1	-64	7270	7202	Hepeviridae Orthohepevirus A	84.11383	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB291960.1	-53	7236	7181	Hepeviridae Orthohepevirus A	88.67847	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB291957.1	-32	7215	7181	Hepeviridae Orthohepevirus A	88.65131	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB291956.1	-32	7215	7181	Hepeviridae Orthohepevirus A	88.569084	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB291955.1	-32	7215	7181	Hepeviridae Orthohepevirus A	88.38404	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB291954.1	-32	7215	7181	Hepeviridae Orthohepevirus A	88.38404	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB291953.1	-32	7215	7181	Hepeviridae Orthohepevirus A	88.5074	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB291952.1	-32	7215	7181	Hepeviridae Orthohepevirus A	88.445724	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB291951.1	-32	7215	7181	Hepeviridae Orthohepevirus A	88.94607	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB443627.1	-27	7210	7181	Hepeviridae Orthohepevirus A	88.713	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB443626.1	-27	7210	7181	Hepeviridae Orthohepevirus A	88.671875	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB443625.1	-27	7210	7181	Hepeviridae Orthohepevirus A	88.69244	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB443624.1	-27	7210	7181	Hepeviridae Orthohepevirus A	88.73355	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB443623.1	-27	7210	7181	Hepeviridae Orthohepevirus A	88.713	NC_001434	false	HEV3	100.0	HEV3b	100.0
FJ527832.2	-53	7255	7203	Hepeviridae Orthohepevirus A	87.61807	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB189075.1	-27	7180	7158	Hepeviridae Orthohepevirus A	88.145706	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB189074.1	-27	7180	7158	Hepeviridae Orthohepevirus A	88.16629	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB189073.1	-27	7180	7158	Hepeviridae Orthohepevirus A	88.12513	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB189072.1	-27	7180	7158	Hepeviridae Orthohepevirus A	88.145706	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB189071.1	-36	7230	7192	Hepeviridae Orthohepevirus A	88.17116	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB236320.1	-52	7236	7181	Hepeviridae Orthohepevirus A	87.41327	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB197673.1	-62	7257	7191	Hepeviridae Orthohepevirus A	100.0	NC_001434	false	HEV4	100.0	HEV4a	100.0
AB197674.1	-61	7260	7193	Hepeviridae Orthohepevirus A	92.042	NC_001434	false	HEV4	100.0	HEV4a	100.0
EU723514.2	-142	7304	7159	Hepeviridae Orthohepevirus A	82.819565	NC_001434	false	HEV3	100.0	HEV3f	100.0
EU723512.2	-55	7216	7164	Hepeviridae Orthohepevirus A	82.177605	NC_001434	false	HEV3	100.0	HEV3f	97.0
AB189070.1	-53	7247	7192	Hepeviridae Orthohepevirus A	88.02715	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB073912.1	-52	7257	7203	Hepeviridae Orthohepevirus A	87.92608	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB437319.1	306	6899	7208	Hepeviridae Orthohepevirus A	88.364914	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB437316.1	-52	7257	7208	Hepeviridae Orthohepevirus A	88.364914	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB248522.1	-55	7241	7187	Hepeviridae Orthohepevirus A	82.20935	NC_001434	false	HEV3	100.0	HEV3e	100.0
AB248521.1	-55	7241	7187	Hepeviridae Orthohepevirus A	82.4005	NC_001434	false	HEV3	100.0	HEV3e	100.0
AB248520.1	-94	7280	7187	Hepeviridae Orthohepevirus A	82.10592	NC_001434	false	HEV3	100.0	HEV3e	100.0
AB220979.1	-64	7265	7197	Hepeviridae Orthohepevirus A	83.93425	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB220978.1	-64	7281	7213	Hepeviridae Orthohepevirus A	84.04476	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB220977.1	-64	7266	7198	Hepeviridae Orthohepevirus A	83.851364	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB220976.1	-64	7266	7198	Hepeviridae Orthohepevirus A	83.961876	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB220975.1	-64	7262	7194	Hepeviridae Orthohepevirus A	84.04476	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB220974.1	-64	7268	7196	Hepeviridae Orthohepevirus A	84.60583	NC_001434	false	HEV4	100.0	HEV4f	100.0
AB220973.1	-64	7270	7202	Hepeviridae Orthohepevirus A	84.14146	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB220972.1	-64	7271	7203	Hepeviridae Orthohepevirus A	84.01713	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB220971.1	-64	7262	7193	Hepeviridae Orthohepevirus A	84.21271	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB222184.1	-52	7240	7185	Hepeviridae Orthohepevirus A	87.7002	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB222183.1	-52	7241	7187	Hepeviridae Orthohepevirus A	87.82895	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB222182.1	-52	7240	7185	Hepeviridae Orthohepevirus A	87.98768	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB193178.1	-39	7154	7114	Hepeviridae Orthohepevirus A	83.890366	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB193177.1	-65	7256	7186	Hepeviridae Orthohepevirus A	84.159645	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB193176.1	-65	7251	7181	Hepeviridae Orthohepevirus A	84.049164	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB200239.1	-65	7251	7181	Hepeviridae Orthohepevirus A	84.145836	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB099347.1	-64	7250	7181	Hepeviridae Orthohepevirus A	84.074585	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB097812.1	-64	7258	7189	Hepeviridae Orthohepevirus A	84.240326	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB091395.1	-48	7234	7181	Hepeviridae Orthohepevirus A	84.10853	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB091394.1	-34	7218	7181	Hepeviridae Orthohepevirus A	88.93224	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB089824.1	-70	7262	7189	Hepeviridae Orthohepevirus A	92.176445	NC_001434	false	HEV3	100.0	HEV3a	100.0
AB290313.1	-52	7239	7187	Hepeviridae Orthohepevirus A	83.123055	NC_001434	false	HEV3	100.0	HEV3m (p)	100.0
AB290312.1	-52	7237	7186	Hepeviridae Orthohepevirus A	85.38351	NC_001434	false	HEV3	100.0	HEV3k (p)	100.0
AB097811.1	-64	7258	7189	Hepeviridae Orthohepevirus A	84.01934	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB291968.1	-64	7255	7187	Hepeviridae Orthohepevirus A	83.87899	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB291967.1	-64	7255	7187	Hepeviridae Orthohepevirus A	83.92043	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB291964.1	-59	7244	7181	Hepeviridae Orthohepevirus A	84.00552	NC_001434	false	HEV4	100.0	HEV4b	100.0
AB291963.1	-52	7236	7181	Hepeviridae Orthohepevirus A	88.19901	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB291962.1	-52	7236	7181	Hepeviridae Orthohepevirus A	87.27385	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB291961.1	-56	7241	7181	Hepeviridae Orthohepevirus A	82.58635	NC_001434	false	HEV3	100.0	HEV3f	100.0
AB291958.1	-54	7168	7117	Hepeviridae Orthohepevirus A	82.0598	NC_001434	false	HEV3	100.0	HEV3e	100.0
EU723516.1	-117	7279	7165	Hepeviridae Orthohepevirus A	82.860664	NC_001434	false	HEV3	100.0	HEV3f	100.0
EU723515.1	-117	7279	7159	Hepeviridae Orthohepevirus A	82.88122	NC_001434	false	HEV3	100.0	HEV3f	100.0
EU723513.1	-30	7192	7165	Hepeviridae Orthohepevirus A	82.29488	NC_001434	false	HEV3	100.0	HEV3f	100.0
AB074920.3	-54	7240	7183	Hepeviridae Orthohepevirus A	91.49674	NC_001434	false	HEV3	100.0	HEV3a	100.0
AB074917.3	-48	7235	7183	Hepeviridae Orthohepevirus A	83.95403	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB074915.3	-48	7236	7183	Hepeviridae Orthohepevirus A	84.64839	NC_001434	false	HEV4	100.0	HEV4c	100.0
AB074918.2	-70	7256	7183	Hepeviridae Orthohepevirus A	91.51061	NC_001434	false	HEV3	100.0	HEV3a	100.0
AP003430.1	-53	7230	7174	Hepeviridae Orthohepevirus A	88.25344	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB080575.1	5	7186	7186	Hepeviridae Orthohepevirus A	84.30816	NC_001434	false	HEV4	100.0	HEV4c	100.0
EU676172.2	-58	7269	7207	Hepeviridae Orthohepevirus A	84.514435	NC_001434	false	HEV4	100.0	HEV4b	100.0
AB425830.1	-52	7246	7197	Hepeviridae Orthohepevirus A	88.32372	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB425831.1	-52	7246	7197	Hepeviridae Orthohepevirus A	88.22076	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB362839.1	-52	7246	7197	Hepeviridae Orthohepevirus A	88.385506	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB362840.1	-52	7246	7197	Hepeviridae Orthohepevirus A	88.385506	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB362841.1	-52	7246	7197	Hepeviridae Orthohepevirus A	88.385506	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB362842.1	-52	7246	7197	Hepeviridae Orthohepevirus A	88.385506	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB362843.1	-52	7246	7197	Hepeviridae Orthohepevirus A	88.32372	NC_001434	false	HEV3	100.0	HEV3b	100.0
EU360977.1	-59	7258	7200	Hepeviridae Orthohepevirus A	83.016136	NC_001434	false	HEV3	100.0	HEV3l (p)	100.0
AB301710.1	-52	7246	7197	Hepeviridae Orthohepevirus A	88.385506	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB108537.1	-45	7193	7145	Hepeviridae Orthohepevirus A	84.32462	NC_001434	false	HEV4	100.0	HEV4g	100.0
AB369691.1	-32	7216	7181	Hepeviridae Orthohepevirus A	87.97859	NC_001434	false	HEV3	100.0	HEV3b	100.0
AB369690.1	-50	7236	7181	Hepeviridae Orthohepevirus A	86.07259	NC_001434	false	HEV4	100.0	HEV4i	100.0
AB369689.1	-32	7215	7181	Hepeviridae Orthohepevirus A	88.01976	NC_001434	false	HEV3	100.0	HEV3n (p)	100.0
AB369688.1	-41	7227	7181	Hepeviridae Orthohepevirus A	84.19668	NC_001434	false	HEV4	100.0	HEV4k	100.0
AB369687.1	-35	7217	7185	Hepeviridae Orthohepevirus A	83.15071	NC_001434	false	HEV3	100.0	HEV3f	100.0
D10330.1	-24	7194	7170	Hepeviridae Orthohepevirus A	93.026505	NC_001434	false	HEV1	100.0	HEV1a	100.0
D11092.1	-24	7207	7183	Hepeviridae Orthohepevirus A	98.22873	NC_001434	false	HEV1	100.0	HEV1b	100.0
EU366959.1	-65	7281	7212	Hepeviridae Orthohepevirus A	94.09895	NC_001434	false	HEV4	100.0	HEV4a	100.0
EF570133.1	-67	7293	7220	Hepeviridae Orthohepevirus A	86.64247	NC_001434	false	HEV4	100.0	HEV4i	100.0
DD496417.1	-24	7194	7170	Hepeviridae Orthohepevirus A	93.026505	NC_001434	false	HEV1	100.0	HEV1a	100.0
EF077630.1	-61	7261	7193	Hepeviridae Orthohepevirus A	90.96561	NC_001434	false	HEV4	100.0	HEV4a	100.0
DQ450072.1	-65	7248	7182	Hepeviridae Orthohepevirus A	83.77781	NC_001434	false	HEV4	100.0	HEV4i	100.0
